Crash Number,Date and Time of Crash,Police Shift,Crash Location,Light Conditions,Weather Conditions,Road Surface,Road Contributing Circumstances,Traffic Control Device Type,Roadway Intersection Type,Trafficway Description,Manner of Collision,First Harmful Event,First Harmful Event Location,Speed Limit,Work Zone,Count Fatal Injury ,Count Suspected Serious Injury,Count Suspected Minor Injury ,Count Possible Injury,Count No Apparent Injury,Count Unknown Injury,Count Not Reported Injury,Total Non-Motorists,Pedestrian Involvement (Non-Motorist),Cyclist Involvement (Non-Motorist),Other Non-Motorist Involvement,Non-Motorist Location ,Non-Motorist Action,Non-Motorist Condition,Hit and Run Flag,Latitude,Longitude,Ward,Block Code 
22031678,2022-06-06 15:31:00,Day Shift (8AM - 4PM),"BROADWAY & GRANT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3917,-71.0917,4,250173501091021
22047626,2022-08-25 06:24:00,Last Half (Midnight - 8AM),"269 BROADWAY Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,1,0,2,0,0,0,0,0,0,,,,N,42.3916,-71.0909,4,250173501091021
18075248,2018-12-22 21:50:00,First Half (4PM - Midnight),"11 WHEATLAND ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, OPPOSITE DIRECTION                     ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,6,0,0,0,0,0,0,,,,N,42.3916,-71.0902,4,250173501091022
20061663,2020-12-22 09:52:00,Day Shift (8AM - 4PM),"BROADWAY & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,WET                                               ,NONE                                              ,FLASHING TRAFIC CONTROL SIGNAL                    ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,25 ,N,0,0,1,0,4,0,0,2,1,0,1,,,,N,42.391,-71.0906,4,250173501091022
18056260,2018-09-20 13:35:00,Day Shift (8AM - 4PM),"BROADWAY & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,30 ,N,0,0,0,0,2,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.391,-71.0906,4,250173501091022
20018508,2020-04-07 17:47:00,First Half (4PM - Midnight),"BROADWAY & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,Y,42.391,-71.0906,4,250173501091022
19072323,2019-12-22 17:42:00,First Half (4PM - Midnight),"BROADWAY & WALNUT ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,FLASHING TRAFIC CONTROL SIGNAL                    ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.391,-71.0906,4,250173501091022
18035125,2018-06-12 23:16:00,First Half (4PM - Midnight),"10 FELLSWAY W Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,0,0,0,0,0,0,0,,,,Y,42.3913,-71.0899,4,250173501091022
22002744,2022-01-18 17:58:00,First Half (4PM - Midnight),"265 BROADWAY Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,OUTSIDE ROADWAY                                   ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3914,-71.0906,4,250173501091022
21043362,2021-08-20 11:05:00,Day Shift (8AM - 4PM),"BROADWAY & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,FLASHING TRAFIC CONTROL SIGNAL                    ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,4,0,0,0,0,0,0,,,,N,42.391,-71.0906,4,250173501091022
18066563,2018-11-09 07:37:00,Last Half (Midnight - 8AM),"BROADWAY & WALNUT ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,FLASHING TRAFIC CONTROL SIGNAL                    ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,30 ,N,0,0,0,2,1,0,0,0,0,0,0,,,,N,42.391,-71.0906,4,250173501091022
22012453,2022-03-09 18:22:00,First Half (4PM - Midnight),"BROADWAY & MARSHALL ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,SNOW                                              ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",HEAD ON                                           ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,25 ,N,0,0,1,0,1,0,0,1,1,0,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3925,-71.093,4,250173501091023
21032686,2021-06-28 18:15:00,First Half (4PM - Midnight),"BROADWAY & MARSHALL Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3925,-71.093,4,250173501091023
22063989,2022-11-07 22:18:00,First Half (4PM - Midnight),"BROADWAY & WHEATLAND ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER         ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,25 ,N,0,1,0,0,2,0,0,1,1,0,0,IN ROADWAY                                        ,OTHER                                             ,EMOTIONAL                                         ,N,42.3912,-71.0911,4,250173501091023
